car,posx,posy,vitesse,distance,BS,start,end,lifetime,lineid,roadid,Theta,Cdistance,NewLoad
10909,5526.452616,3994.73403,12.934693,126.308087,1,68285,68419,134,3194030,319403,0.567907595,143.873645,134
10918,5534.594195,3993.461536,14.712896,121.342064,1,68286,68408,122,3194031,319403,0.540002681,142.0740667,134
10927,5533.701127,3996.6376,12.112755,124.58298,1,68288,68478,190,3194030,319403,0.556220638,146.5656995,134
10123,5923.971938,4263.739395,13.042346,595.723987,1,68289,68317,28,3184400,318440,0.58728726,524.3046805,134
10930,6197.544522,3939.198652,1.38365,610.953296,1,68289,68291,2,31952170,3195217,0.055567271,65.33476022,134
10969,5569.403411,3489.848365,12.424508,1265.274002,1,68296,68358,62,31952152,3195215,-1.105507819,570.1425099,134
10976,5533.134038,4303.060753,14.169515,455.138028,1,68298,68300,2,3184410,318441,1.185862543,579.9134783,134
10979,6201.164401,3956.235275,2.237185,616.295155,1,68299,68305,6,31952170,3195217,0.075662016,89.42818353,134
10982,5565.88178,3496.261429,10.937008,1258.915712,1,68299,68363,64,31952150,3195215,-1.106115837,561.0730678,134
9462,6207.020725,3965.792456,10.948801,1003.630533,1,68303,68305,2,31952171,3195217,0.086439616,102.9440785,149
11012,5526.326356,3689.895154,11.361993,204.9241,1,68304,68378,74,3256400,325640,-0.905606958,287.2336278,149
10764,6167.165026,3818.628998,13.656309,1101.536251,1,68306,68318,12,1047660,104766,-0.092678318,105.1764797,149
11028,5528.525923,3689.960126,9.80809,1066.643873,1,68306,68376,70,3256400,325640,-0.898782081,287.1417435,149
11040,5532.239151,3689.689441,11.891871,1066.717084,1,68308,68332,24,3256400,325640,-0.888333662,287.5245499,149
10820,5730.073029,4281.963439,14.703553,421.285618,1,68309,68329,20,3184400,318440,0.819811639,550.0773707,149
9389,5924.026007,4263.735753,11.941372,595.757576,1,68309,68431,122,3184400,318440,0.587237954,524.2995299,149
10976,5689.004873,4286.067844,13.02851,479.898282,1,68310,68318,8,3184400,318440,0.884451594,555.8818759,149
11049,5534.3241,3688.96517,11.724991,1067.335471,1,68310,68382,72,3256400,325640,-0.883933139,288.5488238,149
10826,6093.978532,3743.762546,14.97093,1131.206622,1,68316,68374,58,3147020,314702,-0.202471647,211.0536315,149
10925,5611.026954,4298.08841,0.140707,457.542889,1,68318,68490,172,3216000,321600,1.028610917,572.8815234,149
11077,5529.191959,3689.979799,14.390316,203.985,1,68318,68382,64,3256400,325640,-0.896729121,287.1139217,149
8798,6124.953312,3744.522343,14.099004,1144.752752,1,68318,68376,58,3147020,314702,-0.193443305,209.9791162,149
10156,5915.146778,4264.333802,12.755036,590.282666,1,68322,68334,12,3184400,318440,0.595420586,525.145299,149
10976,5842.486582,4272.5439,12.973026,545.92791,1,68322,68330,8,3184400,318440,0.673655919,536.7561309,149
11093,5536.896556,4302.704955,12.687688,455.061713,1,68322,68428,106,3184410,318441,1.177698962,579.4103039,149
11098,5805.911291,4069.784224,1.675623,284.948623,1,68323,68345,22,3025630,302563,0.382899716,250.0106472,149
11099,6052.283592,3796.358849,2.221013,1065.589826,1,68323,68339,16,31952160,3195216,-0.140099711,136.6712264,149
11101,5833.873726,4077.466405,2.225093,721.109152,1,68323,68341,18,3025630,302563,0.37628363,260.8748918,149
11102,6131.483544,3811.319251,2.361318,1089.493316,1,68323,68329,6,31952160,3195216,-0.106440546,115.514023,149
11103,5528.839521,4303.466859,13.072906,422.769199,1,68323,68425,102,3184410,318441,1.195229323,580.4877989,149
10157,5925.907897,4263.609001,13.170421,506.805393,1,68324,68434,110,3184400,318440,0.585525795,524.1202756,149
11105,5848.782115,4081.56222,1.612887,722.529114,1,68324,68342,18,3025630,302563,0.373057531,266.6672489,149
11122,5674.595596,3561.378255,1.496901,1196.831592,1,68328,68378,50,3147030,314703,-0.822967301,468.9839694,149
11123,5776.638694,3557.156643,2.384663,1212.761947,1,68328,68370,42,3147030,314703,-0.686729519,474.9542303,149
5775,6204.523826,3826.408601,13.499824,618.30618,1,68329,68469,140,31952170,3195217,-0.07934294,94.1744596,149
11131,5572.81413,3494.608909,15.527366,1260.47092,1,68331,68381,50,31952152,3195215,-1.093946595,563.410084,149
11132,5568.011991,3499.234109,14.574727,386.336407,1,68331,68383,52,31952150,3195215,-1.098795118,556.8690635,149
11133,5565.454123,3490.004372,13.742021,1265.179104,1,68331,68393,62,31952151,3195215,-1.113209085,569.9218827,149
11135,5570.699493,3491.657384,15.372491,1263.447772,1,68333,68383,50,31952152,3195215,-1.101130843,567.5841707,149
11140,5566.544741,3497.186581,12.487675,1257.979735,1,68334,68402,68,31952150,3195215,-1.103843487,559.7647053,149
11141,5529.638529,3809.278833,13.570957,96.215796,1,68334,68478,144,3240620,324062,-0.475392364,118.3996098,149
11150,5565.75311,3490.421696,13.769925,1264.756782,1,68335,68391,56,31952151,3195215,-1.112201006,569.3316974,149
11152,5572.497133,3494.166457,15.18297,1260.91695,1,68335,68381,46,31952152,3195215,-1.095026946,564.0358056,149
11161,5565.347644,3495.516049,13.145306,1259.670055,1,68336,68392,56,31952150,3195215,-1.107942688,562.1271943,149
11164,5565.392856,3489.918855,13.681966,395.785812,1,68337,68395,58,31952151,3195215,-1.113415522,570.042822,149
11165,5571.316046,3492.517945,13.67773,1262.579473,1,68337,68403,66,31952152,3195215,-1.099041666,566.3671537,149
10156,5706.519768,4281.006193,13.366931,488.830343,1,68338,68428,90,3184400,318440,0.851945382,548.7236204,149
7238,6020.877931,4111.709437,14.587126,487.766047,1,68338,68412,74,3025610,302561,0.322782676,309.301852,149
11174,5564.713737,3494.63144,13.096171,391.123299,1,68339,68359,20,31952150,3195215,-1.110106207,563.3782204,149
11175,5565.087454,3489.492576,10.555708,1265.69712,1,68339,68415,76,31952151,3195215,-1.114443882,570.6456715,149
8766,6064.62246,4125.969375,13.653262,789.811839,1,68340,68414,74,3025611,302561,0.32230333,329.4684497,149
8923,6016.519103,4113.897454,12.585266,484.939819,1,68342,68414,72,3025611,302561,0.327822632,312.3961753,149
8676,5995.342956,4104.458498,12.692661,461.818828,1,68344,68418,74,1082000,108200,0.324627997,299.0474758,149
10894,6001.580811,4113.08036,14.645071,471.427169,1,68347,68415,68,3025612,302561,0.33383208,311.2406299,149
11220,5595.183406,3534.080387,2.070493,1220.947038,1,68348,68410,62,31952150,3195215,-1.004503475,507.5889845,149
11221,5580.779172,3517.050533,2.447247,1237.965097,1,68348,68420,72,31952150,3195215,-1.053756365,531.672835,149
9307,5989.246409,4102.749749,13.052894,766.311009,1,68348,68416,68,3025620,302562,0.325122983,296.6309397,149
11227,5530.061627,3995.681812,15.409352,761.449991,1,68349,68491,142,3194030,319403,0.561980321,145.2140111,149
10549,6050.657369,4135.979947,12.035636,773.410617,1,68352,68356,4,3025610,302561,0.341487929,343.6255364,149
11263,5528.697489,4303.48029,11.238362,422.802727,1,68353,68429,76,3184410,318441,1.195539987,580.5067932,149
6957,6013.213898,4109.529054,9.759803,773.492746,1,68353,68499,146,3025610,302561,0.323315749,306.2183248,149
8924,6015.678938,4113.65834,11.485211,484.086307,1,68354,68496,142,3025611,302561,0.32788705,312.0580171,149
9392,6013.375022,4109.574893,8.665804,773.543294,1,68355,68485,130,3025610,302561,0.323304414,306.283151,149
11281,5525.706327,3994.538044,13.657862,126.509573,1,68357,68485,128,3194030,319403,0.569161172,143.5964789,149
11283,5537.238543,3994.155982,15.7277,120.806775,1,68358,68492,134,3194031,319403,0.536144921,143.0561617,149
10271,6171.393412,3798.743226,1.306143,1120.688484,1,68360,68420,60,313180,31318,-0.116645528,133.2992081,149
11298,5525.870182,3994.581075,12.005366,126.464959,1,68362,68492,130,3194030,319403,0.568885102,143.6573339,149
10471,6035.41684,4115.391241,11.299875,502.362537,1,68364,68496,132,3025610,302561,0.321192513,314.5087092,149
7828,6150.527013,3801.702527,10.674008,567.671609,1,68364,68430,66,31952161,3195216,-0.115998067,129.1141245,149
11080,6176.920309,3754.308125,8.148346,602.271248,1,68365,68367,2,1921040,192104,-0.169596425,196.1399306,149
10872,6099.861614,3743.912392,11.047347,1133.721829,1,68367,68423,56,3147020,314702,-0.200693508,210.8417172,149
10873,6120.380478,3744.413408,12.793353,549.663353,1,68367,68437,70,3147020,314702,-0.194727312,210.1331736,149
10982,6203.552956,3862.623728,11.300431,1084.653382,1,68367,68375,8,31952171,3195217,-0.03629529,42.95853584,149
11080,6172.829504,3817.749291,12.546957,587.690009,1,68371,68387,16,31952171,3195217,-0.093112883,106.4205732,149
11339,5537.819328,3687.750997,13.82643,1068.381567,1,68373,68451,78,3256400,325640,-0.876695303,290.2659237,149
11342,5528.92718,3689.971978,13.571924,204.070265,1,68374,68454,80,3256400,325640,-0.897544507,287.1249823,149
11344,5561.587294,3490.268533,13.136385,1264.986754,1,68375,68435,60,31952150,3195215,-1.120704086,569.5483026,149
6534,5962.53403,4261.142095,14.21902,530.10428,1,68375,68389,14,3184400,318440,0.553673772,520.6315436,149
7292,5921.046695,4263.936421,13.280945,593.911301,1,68376,68436,60,3184400,318440,0.589964268,524.5833174,149
11357,5565.066375,3495.123542,12.924165,1260.067368,1,68378,68444,66,31952150,3195215,-1.108903268,562.6822831,149
11361,5528.149749,3988.35853,13.009454,768.896934,1,68378,68402,24,3194032,319403,0.53432281,134.8573264,149
9462,6036.389877,4122.403245,15.100201,775.970307,1,68379,68509,130,3025612,302561,0.330161192,324.4251803,149
11364,5573.247894,3495.21434,12.602628,390.103819,1,68380,68442,62,31952152,3195215,-1.092466357,562.5538753,149
11369,5528.925339,3988.562212,9.822941,768.634861,1,68380,68404,24,3194032,319403,0.533154409,135.1453763,149
11102,6052.253519,4119.402573,14.43763,787.683265,1,68381,68493,112,3025610,302561,0.319101407,320.1815893,149
11370,5568.645833,3488.790968,12.856679,1266.34205,1,68381,68441,60,31952152,3195215,-1.108056943,571.6378951,149
11378,5537.192436,3997.552981,13.490879,759.082854,1,68382,68494,112,928870,92887,0.550883978,147.8602437,149
9360,5616.693427,4273.688928,9.543812,482.226137,1,68382,68392,10,3056600,305660,0.990285464,538.375445,149
11385,5531.832567,3689.83068,11.16548,203.369562,1,68383,68453,70,3256400,325640,-0.889199168,287.3248078,149
11396,5570.993867,3492.06826,10.836963,1263.033165,1,68384,68442,58,31952152,3195215,-1.100133928,567.0031043,149
11099,6019.008626,4114.605982,12.760344,772.486862,1,68385,68497,112,3025611,302561,0.327632711,313.3981852,149
11131,6200.535704,3907.207452,15.010128,1046.507652,1,68385,68387,2,31952171,3195217,0.017043153,20.09237131,149
11152,6202.454537,3853.978226,14.698167,1091.157424,1,68387,68395,8,31952171,3195217,-0.046673318,55.18512202,149
11439,6205.975885,3972.114683,2.349012,623.095667,1,68392,68394,2,31952170,3195217,0.094021084,111.8850577,149
11166,5939.380937,4319.64288,12.441173,558.284188,1,68393,68395,2,3115200,311520,0.640539517,603.3641472,149
11202,6171.646015,3796.684655,2.985569,1122.577063,1,68396,68418,22,313180,31318,-0.119132215,136.2104672,149
10344,5862.848857,4267.85626,14.116622,559.822842,1,68399,68429,30,3184400,318440,0.647323035,530.1268068,149
11502,5523.247032,3987.071002,10.164178,770.570819,1,68405,68603,198,3194032,319403,0.541937123,133.0364869,137
9571,5933.829294,4316.473689,10.752061,559.10275,1,68406,68408,2,3115200,311520,0.641637455,598.8822343,137
10679,6198.476014,3945.727695,14.513223,612.493971,1,68407,68409,2,31952170,3195217,0.063329771,74.56822138,137
11537,5562.384871,3491.38154,14.149197,394.517246,1,68411,68469,58,31952150,3195215,-1.118011981,567.974273,137
11542,5572.438683,3494.084875,13.513162,391.265782,1,68412,68474,62,31952152,3195215,-1.095226018,564.15118,137
11543,5569.494738,3495.644249,13.296168,1259.477408,1,68412,68466,54,31952151,3195215,-1.099493756,561.9458922,137
9571,5866.491617,4320.145679,11.949608,516.927311,1,68412,68414,2,3115200,311520,0.707482587,604.0752124,137
11548,5564.835698,3494.801636,11.828096,1260.393261,1,68414,68478,64,31952150,3195215,-1.109690339,563.1375269,137
11549,5572.487643,3499.821737,13.912799,1255.262157,1,68414,68472,58,31952151,3195215,-1.089207277,556.038032,137
11558,5570.511981,3497.064114,12.114566,388.376182,1,68415,68479,64,31952151,3195215,-1.09600968,559.9378998,137
11568,5565.735115,3490.396579,12.25106,395.288647,1,68416,68468,52,31952151,3195215,-1.112261709,569.3672182,137
11569,5580.173933,3504.881426,17.312445,1250.13721,1,68416,68466,50,31952152,3195215,-1.068529498,548.8825512,137
10895,5584.326676,4294.386726,13.440312,409.413399,1,68417,68419,2,3184410,318441,1.074549133,567.6465517,137
11572,5572.505643,3494.178336,15.219705,1260.904975,1,68417,68481,64,31952152,3195215,-1.094997958,564.0190062,137
11175,6199.292321,3918.840232,10.657048,1036.371094,1,68419,68425,6,31952171,3195217,0.031037093,36.54360655,137
11580,5857.580875,3630.435244,1.599349,1156.658939,1,68420,68444,24,31952160,3195216,-0.491418791,371.3226389,137
11581,5709.25036,3575.355364,1.715868,1185.962317,1,68420,68436,16,31952160,3195216,-0.748128097,449.2173522,137
11260,6173.881556,3778.46623,12.331221,594.504734,1,68425,68433,8,313180,31318,-0.141004216,161.9752109,137
11620,5527.797121,4303.565432,14.992424,455.300065,1,68429,68431,2,3184410,318441,1.19751064,580.6272022,137
11624,5529.898397,3809.298893,14.709726,96.039872,1,68430,68600,170,3240620,324062,-0.474645554,118.3712407,137
7284,6039.94367,4116.469756,12.883288,506.881092,1,68430,68432,2,3025610,302561,0.320620286,316.0339597,137
7307,6013.646104,4109.652015,13.650959,480.409036,1,68430,68496,66,3025610,302561,0.323285356,306.3922179,137
10311,6058.649415,4124.39557,13.465967,527.144014,1,68431,68577,146,3025611,302561,0.322850691,327.2427534,137
9399,6003.443091,4110.175969,9.197416,471.664386,1,68432,68574,142,3025611,302561,0.328844148,307.1332008,137
9800,6034.697101,4121.999629,13.466809,504.791769,1,68434,68574,140,3025612,302561,0.33039774,323.8543811,137
11620,5604.404544,4294.679575,8.026161,460.649337,1,68435,68571,136,10588110,1058811,1.036998772,568.0607027,137
7374,6025.553338,4113.03957,11.705999,777.458825,1,68435,68577,142,3025610,302561,0.322463481,311.1829442,137
7284,5999.627416,4105.66376,0.319538,466.162386,1,68436,68574,138,3025610,302561,0.324292007,300.7519736,137
11260,6199.404039,3920.295611,15.475152,611.423643,1,68437,68439,2,31952171,3195217,0.032779555,38.60182327,137
10350,6008.255017,4114.977421,7.030371,766.21452,1,68438,68576,138,3025612,302561,0.33325061,313.9234793,137
11344,6202.842135,3887.929459,12.821353,1063.519091,1,68439,68445,6,31952171,3195217,-0.006066312,7.170827851,137
11684,5535.539343,4302.833299,12.20741,421.239489,1,68442,68446,4,3184410,318441,1.180639055,579.5918098,137
11687,5541.81163,3995.349962,15.620846,760.992884,1,68443,68575,132,928871,92887,0.52967993,144.7447044,137
11688,5527.028333,4303.638132,12.145216,423.200157,1,68443,68453,10,3184410,318441,1.199195065,580.7300155,137
11689,5531.380927,3996.02828,13.752064,761.006934,1,68443,68571,128,3194030,319403,0.55986782,145.7039909,137
11396,6158.217192,3748.618309,11.059545,1157.191941,1,68446,68448,2,3147020,314702,-0.180494527,204.1865456,137
11704,5524.765757,3994.291036,8.847686,126.769746,1,68447,68535,88,3194030,319403,0.570755073,143.2471569,137
11709,5537.290359,3994.16959,13.59999,120.79688,1,68449,68569,120,3194031,319403,0.536070351,143.0754063,137
11684,5636.651769,4291.30008,12.329812,409.084889,1,68450,68476,26,3184400,318440,0.975669452,563.281375,137
9568,5933.848321,4263.074184,13.65004,511.723024,1,68454,68476,22,3184400,318440,0.578385104,523.3639301,137
11731,5572.10584,3493.620306,15.048295,1261.467625,1,68456,68508,52,31952152,3195215,-1.096358857,564.8081798,137
11385,6158.548893,3748.626222,10.989969,585.648144,1,68457,68461,4,3147020,314702,-0.180410847,204.1753549,137
11739,5569.182256,3489.539687,12.582292,395.956566,1,68458,68520,62,31952152,3195215,-1.106252676,570.5790465,137
11743,5531.688839,3689.880608,13.326266,1066.554566,1,68458,68480,22,3256400,325640,-0.889505706,287.2541989,137
9549,5932.693414,4263.151971,13.844432,601.180855,1,68459,68563,104,3184400,318440,0.579415365,523.4739375,137
11749,5534.47032,3688.914376,12.90646,1067.378997,1,68460,68482,22,3256400,325640,-0.883626878,288.6206573,137
9531,5897.904573,4265.495128,12.956394,490.100579,1,68466,68480,14,3184400,318440,0.611814735,526.7876619,137
11782,5530.63257,3995.83175,12.731992,761.257984,1,68467,68571,104,3194030,319403,0.561062618,145.4260555,137
11049,6136.229798,3744.789801,14.394206,1149.859999,1,68468,68486,18,3147020,314702,-0.190341028,209.6008735,137
11202,6054.349727,4126.685487,14.081622,783.067619,1,68472,68602,130,3025612,302561,0.327721005,330.481185,137
11568,6177.15758,3819.978659,16.11447,591.740749,1,68472,68476,4,31952171,3195217,-0.089889379,103.2677708,137
11080,6021.260127,4118.673964,10.267481,491.378,1,68473,68601,128,3025612,302561,0.33215102,319.1511806,137
11688,5915.014594,4320.232789,12.8635,543.795086,1,68479,68483,4,3115200,311520,0.662178245,604.1984045,137
9568,5615.921287,4290.05895,0.05423,405.952595,1,68480,68560,80,3184400,318440,1.01082279,561.5261522,137
11821,5535.298026,4302.856119,11.051646,421.292817,1,68481,68491,10,3184410,318441,1.181162367,579.6240821,137
11827,5572.846902,3494.654651,14.159913,390.679426,1,68482,68534,52,31952152,3195215,-1.093834837,563.3453951,137
9531,5659.792568,4285.675256,13.037425,406.881123,1,68484,68566,82,3184400,318440,0.930094425,555.3266726,137
11860,5561.993546,3490.835452,13.305164,395.088647,1,68491,68511,20,31952150,3195215,-1.119333825,568.7465581,137
11863,5569.575381,3495.756811,12.859951,1259.363739,1,68492,68548,56,31952151,3195215,-1.099218008,561.7867054,137
11865,5560.57428,3488.854886,10.34043,397.16366,1,68492,68512,20,31952150,3195215,-1.124112013,571.5475014,137
11872,5573.934112,3496.172135,14.081495,389.119634,1,68494,68556,62,31952152,3195215,-1.09012005,561.1993486,137
11874,5570.881635,3497.580075,13.37388,1257.523228,1,68494,68550,56,31952151,3195215,-1.094740509,559.2082208,137
11650,6171.778641,3795.603826,7.529662,1123.568902,1,68495,68553,58,313180,31318,-0.120436606,137.7389902,137
11821,5603.089944,4294.927565,0,410.169641,1,68495,68559,64,3184410,318441,1.03969732,568.4114135,137
11667,6181.357513,3749.924928,5.728823,1167.662945,1,68496,68504,8,1921010,192101,-0.1739158,202.3387073,137
11882,5528.150603,4303.532006,11.248659,422.932251,1,68496,68552,56,3184410,318441,1.196736701,580.5799307,137
11885,5566.934108,3497.729938,12.850618,387.898188,1,68496,68556,60,31952150,3195215,-1.102506375,558.9962825,137
11891,5572.217688,3493.776419,11.747338,1261.310207,1,68497,68557,60,31952152,3195215,-1.095978327,564.5874027,137
11919,5528.37079,3995.237772,13.790417,762.021015,1,68506,68654,148,3194030,319403,0.564729802,144.5860437,125
11920,5532.743484,4303.097686,11.930601,421.865465,1,68507,68547,40,3184410,318441,1.186712242,579.9657094,125
11667,6120.438559,3792.329187,9.86715,1100.587021,1,68508,68570,62,31952160,3195216,-0.132828425,142.3700291,125
9418,6156.330297,3745.26655,13.698558,584.285121,1,68510,68558,48,3147020,314702,-0.185022404,208.9266486,125
11942,5533.22615,3989.69167,9.84718,118.621533,1,68511,68603,92,3194032,319403,0.526845573,136.7426711,125
11947,6095.096729,4147.509077,2.67738,791.964335,1,68512,68514,2,3025610,302561,0.336277379,359.9301884,125
11949,5530.033538,3992.263838,13.447356,122.403328,1,68512,68648,136,3194031,319403,0.54690534,140.380266,125
11953,5531.170491,3995.973016,12.923246,125.136975,1,68513,68653,140,3194030,319403,0.560202873,145.6258358,125
11956,5530.216688,3992.311936,12.282993,122.357384,1,68514,68652,138,3194031,319403,0.546621841,140.4482868,125
11965,5529.027222,3995.410161,13.521888,761.798901,1,68515,68651,136,3194030,319403,0.563656695,144.8298386,125
11984,5531.667468,3996.10353,13.339768,760.910994,1,68518,68656,138,3194030,319403,0.559412745,145.8104105,125
10059,6023.088359,4112.338294,14.004054,776.651225,1,68519,68653,134,3025610,302561,0.322631209,310.1911901,125
10013,6010.157761,4112.086991,12.021012,769.675015,1,68521,68653,132,3025611,302561,0.328314489,309.835794,125
10874,6020.510948,4111.605032,10.706726,775.814944,1,68521,68655,134,3025610,302561,0.322807921,309.1542011,125
9803,6038.684767,4122.950425,12.387889,776.856354,1,68521,68647,126,3025612,302561,0.329842346,325.1990097,125
10066,6039.624823,4116.393791,13.310717,782.74333,1,68523,68657,134,3025610,302561,0.320660346,315.926529,125
12006,5530.941428,3995.912861,10.713641,125.189698,1,68523,68657,134,3194030,319403,0.560568403,145.5407638,125
10048,6212.916178,3923.914843,13.211672,625.128596,1,68524,68528,4,31952170,3195217,0.036529731,43.72019025,125
9801,6051.703909,4126.054633,12.740498,781.99872,1,68525,68647,122,3025612,302561,0.328072699,329.5890228,125
11810,6175.769319,3763.082005,8.751883,1153.494959,1,68526,68534,8,313180,31318,-0.15927596,183.7317905,125
12025,5526.574648,3689.902488,14.271452,1066.810167,1,68527,68595,68,3256400,325640,-0.904833082,287.223256,125
9621,5615.538749,4277.072429,11.306656,392.969585,1,68528,68642,114,3056600,305660,0.996452416,543.160438,125
10679,5557.315247,4297.457853,14.221648,413.673064,1,68529,68531,2,3184410,318441,1.130989897,571.9897811,125
12035,5531.324872,3690.007043,13.866664,203.343732,1,68529,68559,30,3256400,325640,-0.890283316,287.0753929,125
9663,6215.006921,3896.410263,10.799045,626.1109,1,68531,68533,2,31952170,3195217,0.004021482,4.822840186,125
9619,5624.503943,4251.94464,12.617808,504.451426,1,68532,68644,112,3056600,305660,0.948493125,507.624378,125
12052,5526.092424,3994.639439,13.472462,126.404785,1,68533,68651,118,3194030,319403,0.568511411,143.7398731,125
10048,6179.048579,3806.098077,13.793466,595.300629,1,68534,68538,4,31952170,3195217,-0.106609928,122.8978781,125
11845,6144.717089,3744.991105,12.88983,573.082868,1,68535,68607,72,3147020,314702,-0.188063059,209.3161867,125
12063,5574.900339,3497.520755,14.413062,387.73569,1,68536,68588,52,31952152,3195215,-1.086806874,559.2921119,125
12069,5538.427089,3997.874602,14.444312,758.68188,1,68538,68652,114,928870,92887,0.549031759,148.3150845,125
9699,6021.506246,4111.88819,11.593906,776.136894,1,68538,68658,120,3025610,302561,0.322739519,309.5546469,125
10464,6113.504639,3794.339234,13.384154,532.282341,1,68539,68585,46,31952161,3195216,-0.131402089,139.5273934,125
11864,6157.666792,3745.298249,12.899777,1159.809559,1,68540,68616,76,3147020,314702,-0.184677986,208.8818195,125
7237,6212.836109,3916.259797,15.71996,1046.496996,1,68540,68592,52,31952170,3195217,0.027492249,32.89432038,125
7303,6029.453899,4113.970572,11.543835,496.414303,1,68540,68566,26,3025610,302561,0.321957868,312.4995798,125
7795,6055.190101,4120.102212,13.477769,522.117094,1,68541,68651,110,3025610,302561,0.318746877,321.1710283,125
10048,6075.849099,3783.839044,13.452132,497.24801,1,68542,68588,46,31952160,3195216,-0.152797126,154.3769045,125
12087,6003.535944,4123.927454,1.897357,478.462514,1,68543,68547,4,3025610,302561,0.348021309,326.5807374,125
9663,6156.244674,3799.497932,10.270696,573.652442,1,68543,68609,66,31952160,3195216,-0.117920688,132.2318927,125
8057,6042.074608,4116.977451,13.451552,509.008977,1,68544,68658,114,3025610,302561,0.320353502,316.7519489,125
10656,6027.487015,4116.892346,10.674101,775.377449,1,68545,68655,110,3025611,302561,0.326824538,316.6315922,125
10384,5904.733978,4317.176474,12.420305,535.223738,1,68547,68561,14,3115200,311520,0.667887921,599.8761224,125
12106,5526.280134,3689.893789,14.128296,1066.835575,1,68547,68571,24,3256400,325640,-0.90575112,287.2355582,125
12118,5573.670709,3495.804488,12.502151,1259.266059,1,68549,68613,64,31952152,3195215,-1.091021335,561.71928,125
12124,5523.720351,3994.016496,9.954111,127.067026,1,68550,68652,102,3194030,319403,0.572545182,142.8588987,125
11920,5609.975196,4314.08505,9.886216,429.597415,1,68553,68555,2,3216000,321600,1.047444041,595.5041886,125
12145,5537.427489,3687.887114,13.488486,1068.263706,1,68554,68574,20,3256400,325640,-0.877498166,290.0734252,125
11874,6204.112454,3954.431126,14.248048,1010.810715,1,68558,68560,2,31952171,3195217,0.073253248,86.87673154,125
11537,6020.249166,4118.386611,6.276352,490.352071,1,68563,68723,160,3025612,302561,0.332234958,318.7448021,125
11821,5783.924432,4276.897078,11.360769,437.697217,1,68563,68579,16,3184400,318440,0.74417968,542.9124543,125
11885,6199.670669,3923.769043,12.803458,611.900077,1,68564,68570,6,31952171,3195217,0.036935431,43.51399791,125
11911,6204.602387,3870.883655,15.996501,1078.468553,1,68568,68572,4,31952171,3195217,-0.026398214,31.27723505,125
12199,5527.127571,3809.085002,14.121453,947.80794,1,68569,68723,154,3240620,324062,-0.482702685,118.6737283,125
7303,5958.763687,4101.205567,11.464714,428.334018,1,68570,68654,84,3025622,302562,0.338312221,294.4471366,125
12208,5562.123285,3491.0165,13.487444,1264.228278,1,68571,68629,58,31952150,3195215,-1.118895794,568.4905176,125
12209,5572.312231,3505.235034,17.479803,380.131439,1,68571,68621,50,31952150,3195215,-1.083846948,548.3824739,125
12216,5529.064248,3809.234502,14.479957,96.605927,1,68572,68726,154,3240620,324062,-0.477049181,118.4623033,125
12217,5572.109538,3499.293979,14.818123,1255.794306,1,68572,68622,50,31952151,3195215,-1.090512776,556.7843945,125
12223,5569.136041,3489.475181,14.203011,396.023306,1,68573,68627,54,31952152,3195215,-1.106408257,570.6702718,125
12225,5565.248693,3495.377965,13.669814,390.345302,1,68573,68623,50,31952150,3195215,-1.108280733,562.3224746,125
12233,5573.041025,3500.594145,14.5353,384.736988,1,68574,68624,50,31952151,3195215,-1.087293487,554.9456821,125
11882,5854.100922,4325.134105,12.169729,513.805926,1,68576,68580,4,3115200,311520,0.72567302,611.1299121,125
12240,5560.705855,3489.038497,10.9449,396.971121,1,68576,68650,74,31952150,3195215,-1.123670094,571.2878362,125
12241,5569.165592,3495.184828,13.279346,390.319448,1,68576,68634,58,31952151,3195215,-1.100618405,562.5956116,125
12242,5574.395739,3496.816455,14.971606,1258.246677,1,68576,68624,48,31952152,3195215,-1.088538519,560.2881425,125
9622,5978.579266,4099.814388,12.977498,444.878889,1,68576,68678,102,3025620,302562,0.326092272,292.4797124,125
12038,6175.162404,3768.028027,11.697057,1148.933719,1,68577,68597,20,313180,31318,-0.153421995,176.7370591,125
12246,5576.597624,3499.889759,14.927625,385.309897,1,68578,68626,48,31952152,3195215,-1.080960157,555.9418343,125
11223,6141.922091,3744.924812,13.906243,570.38925,1,68580,68586,6,3147020,314702,-0.188807938,209.4099391,125
10384,5611.022149,4298.05478,0.004108,413.641423,1,68581,68635,54,3216000,321600,1.028582924,572.8339634,125
11867,5889.097373,4317.55417,14.179229,526.461341,1,68587,68589,2,3115200,311520,0.682720286,600.4102652,125
11973,5879.779048,4321.70032,11.708978,522.941855,1,68592,68598,6,3115200,311520,0.696329539,606.2738067,125
12309,5533.988899,3996.713173,12.767873,124.523308,1,68594,68728,134,3194030,319403,0.555774208,146.6725759,125
12315,5526.498084,3994.745971,11.40524,762.657636,1,68595,68729,134,3194030,319403,0.567831537,143.8905321,125
12321,5527.312405,3994.959824,11.598178,762.380271,1,68597,68731,134,3194030,319403,0.56647539,144.1929659,125
12330,5529.58705,3995.557181,10.907248,761.609902,1,68600,68728,128,3194030,319403,0.562747222,145.0377563,125
11554,6176.620578,3756.14472,9.659477,601.582602,1,68601,68617,16,313180,31318,-0.167453393,193.5425931,165
8570,6211.347116,3839.035047,11.421807,1108.51302,1,68602,68692,90,31952170,3195217,-0.063826418,76.31796843,165
10647,6065.391025,4122.759185,15.115017,532.42637,1,68604,68734,130,3025610,302561,0.317830688,324.9285555,165
